V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0.65383090549811,0.0807988444000877,0.0758575071476856,-0.00263200741168848,0.0168787098425365,-0.157664760322334,-0.0098082597406637,0.0462766731319363,-0.112642540860528,-0.035701997087767,-0.029411108375213,0.0851613744170267,0.155754612669591,0.124868421514462,0.0403774123906197,-0.0639004353658898,-0.0836265618726339,0.00371525146682848,-0.105787138249479,-0.134069916077794,0.0567105475983751,0.185650273280869,-0.0123524378198524,0.0600820493539633,0.138026796224639,0.0650684381517841,0.0168408594242911,0.0652252904495529,0.199138197319124,0.0256036704014899,0.0615556857608949,0.0776226968333956,0.0646717328799089,0.0963883930002079,0.0175632219699364,-0.0172170467341948,-0.109111319343088,-0.0356087311013195,0.0298480431306884,0.0912714443209019,-0.111108746373444,0.115617236263398,-0.00636003951963068,-0.11106303121058,-0.0678574635092748,0.00716991886632822,-0.0963649857521701,0.0391230689003316,0.121342044553678,0.115053190296362
0.0807988444000877,0.386699226245252,0.0297202650849674,-0.0782409525200043,0.0402505528911581,-0.0436517085233865,0.0374123382704584,0.0860469465754417,0.0204959364534346,0.0431625273838231,-0.0221850858290304,0.0949400430998231,-0.0910593241908457,0.0642444159076136,-0.0345523323800295,0.0312019570750794,-0.0725620429630412,-0.052680425541926,-0.111064228523421,0.0677275210014877,0.079197646840297,0.023023351446772,0.00475378240771634,0.0291269148956857,0.00350040038081837,0.000958838890605081,0.0115564561638227,0.0594452728587773,0.0273204073369454,0.0102491107857686,0.0889943277509947,-0.0438194808464346,-0.0819476996193731,-0.0868184339903343,0.0573813751669656,0.122043383106497,-0.0884577643706501,0.0390449880994042,-0.0235875821562689,0.00442590305693218,0.081380972990322,-0.0213821917164928,0.0870429394962552,-0.0516468497607054,-0.0301604487620037,-0.00903050422202179,0.103285977154236,0.115377169344543,0.0871420307152536,0.0714609320914357
0.0758575071476856,0.0297202650849674,0.452019204369954,-0.0819226526561901,0.109949172449392,0.100423649537644,-0.0505013642276195,-0.144010183848803,0.0562084994487894,-0.0283589005195157,-0.0222727424592404,-0.0871455813018449,-0.0981264127167159,0.0824309385049597,-0.0102628981302232,-0.0978380463233875,-0.0659103813089383,0.00627724834385482,0.096868171324317,0.100518839513941,0.000507290285456456,0.122785686152759,0.049218660529751,-0.017408984574501,0.0342874897539031,-0.0794343240727921,0.00354226420730417,0.109749251195293,0.0276224263034378,0.0425073173577466,-0.026634468869855,0.0614770066052944,0.0644917152738103,-0.00115402475179971,-0.00542231147508183,0.0513722226763155,-0.0271312186819439,-0.0891082204369366,-0.0467918552569746,0.0490812065256502,-0.0555593131133722,0.0381210069900978,-0.0636143212661748,-0.0690527953722418,0.0214875488801702,-0.0645571981968666,0.0739690288609784,-0.0467220608663167,-0.0356849183293462,-0.0083686080139031
-0.00263200741168848,-0.0782409525200043,-0.0819226526561901,0.488550881324656,-0.0971205603207396,-0.0471815466016311,0.00713928067151078,0.0519344393504955,-0.0646613349626915,0.0836564006649162,-0.0564881960456289,-0.102547439786458,0.0423307136314805,-0.00894379544071419,0.0364684015451882,0.0343359876298059,0.111185662874873,-0.0309800206102582,-0.133454328078503,-0.111473230516552,-0.00545206863469778,0.107132619034448,0.0268808913450179,-0.0537847960497856,-0.0818446346268019,0.122775160576897,0.0637484844246962,0.0379000488780636,0.0443286565841084,-0.00123584643026638,0.0526626622068915,0.0761580168576712,0.0831087868821095,0.0381431311119391,-0.0189375749897297,-0.0852515679633288,0.0421990153250772,0.0869691139448081,0.0176241404414465,0.0448649178862963,-0.0322063733587021,0.118403046442232,-0.0684857323495356,0.0674254344800847,0.0556325877793695,0.0184297943147594,0.0372725925257049,0.0402411963158979,0.0394500747125912,-0.108278168561409
0.0168787098425365,0.0402505528911581,0.109949172449392,-0.0971205603207396,0.594523765037756,0.0216617989739004,0.00212638585334581,0.0396837002169134,0.11607848255969,0.0817449263168166,0.0146939962669051,-0.0540945281141072,-0.0141283949822087,-0.036461700017251,0.113857697406048,-0.15525215646081,0.0711607072874741,0.00428286498365724,-0.00526765979212164,-0.0607627624964277,-0.0358034986006058,0.0726323316853554,-0.0200680308088632,-0.111889971664121,0.0418113749716974,-0.124696544336725,0.173822962423945,-0.0186159860955016,-0.0803575436022147,0.0211808644649778,-0.0595303318541606,0.0797533184336905,0.0495992715973045,0.0279660040284246,-0.0377994015535679,0.00113560863388639,-0.0802561888396266,0.071632626642167,-0.0556708350900899,-0.0161602474343779,0.0223471602352034,0.0828341887291541,0.00384622030822061,-0.0235851917068716,0.0100793990478506,-0.0426663155981688,0.0405991705964776,0.0413358381354358,0.0167212740992047,0.0465798480016194
-0.157664760322334,-0.0436517085233865,0.100423649537644,-0.0471815466016311,0.0216617989739004,0.339907067206687,-0.0133319588252507,-0.0596142257664558,0.0854804677245143,0.000318042918792865,-0.0068507827765281,-0.182585907083651,0.0383150666822832,0.00422809968751949,-0.0618361341098629,0.0105418206122244,0.0847007962198458,0.024807867598326,0.12755131758228,0.0690662738660813,-0.0136158218800694,-0.0424774525494047,0.0520547423081783,-0.0394891589517292,0.00638536907122261,0.0148142609257617,-0.00419553117466597,0.0426404823629269,-0.110942672199132,0.0583877681889305,-0.00439851138427148,0.000342302710764144,0.0625206171429428,-0.029351652711785,-0.0499321995353379,0.0928159662183367,-0.0192160877109778,-0.0738002358619272,0.00860731673466283,-0.0604429907378805,-0.0207319739336003,-0.0320944677556225,0.0203228825481249,-0.0233693372739669,0.00187528412832869,-0.0352399257883883,0.0602780919966445,-0.0418456956354628,-0.0554341476051063,-0.0730239381034931
-0.0098082597406637,0.0374123382704584,-0.0505013642276195,0.00713928067151078,0.00212638585334581,-0.0133319588252507,0.571319260186718,-0.0944252975558494,0.0176689549505951,0.100640245046653,0.0918862148195163,0.160571430554079,0.00891921265299869,-0.185063090366165,-0.0401337280041733,-0.0360927842103798,0.0578235951867955,0.0292815080574135,-0.0191509480158837,0.0537109967091472,-0.124032129097798,-0.00542337913657553,0.121888730825876,-0.0187764280492894,0.13752577214902,-0.0796966115917518,0.0952634438397379,0.0851536201026633,0.0130579552001597,-0.0449592639640119,-0.0905146164101352,-0.17831432336661,0.0100589431030578,-0.0109429953370469,-0.015614837396016,-0.0391714754862809,-0.0633133705884609,0.0651800942289722,-0.0622813205246198,0.137549838559896,0.0591592311618642,-0.118841720621737,0.0535230849199314,-0.0322278509968337,0.115635929738485,0.181888609774479,0.051745513378917,0.015544833245283,-0.0721790492173766,0.0552506702257884
0.0462766731319363,0.0860469465754417,-0.144010183848803,0.0519344393504955,0.0396837002169134,-0.0596142257664558,-0.0944252975558494,0.566278166010821,-0.0281812582216145,0.0952219047935082,-0.0272951482685218,0.0391648184147819,0.0766209822701013,0.0831288929376729,-0.105540681274365,0.10096853663715,0.115225910222053,-0.00597668938520539,-0.0916836421788864,-0.0388896831572074,0.122705344266952,-0.0221312880156721,-0.0349077338682888,0.00633431324148293,-0.0538801893576286,0.0111970511237425,0.0339371537921425,0.0304309074813847,-0.0016530776221635,0.0360793649225172,0.0834597491566978,-0.000260212270685677,-0.0941869118508527,-0.00179877097519307,-0.0307522032490906,-0.0695372848655413,-0.00462558726102124,0.11438411999527,-0.00133925447651923,-0.0426347979704047,0.0556163954575869,0.0763703052379123,-0.0660505053283741,0.0799018562222791,0.0300402917136215,-0.0931536772195796,-0.0832033559202758,-0.0316159140260369,0.116872233685491,0.0265581938185685
-0.112642540860528,0.0204959364534346,0.0562084994487894,-0.0646613349626915,0.11607848255969,0.0854804677245143,0.0176689549505951,-0.0281812582216145,0.362690874369787,-0.0098496101566349,0.0241707105019285,-0.0294069407009823,-0.0344010264690046,0.105591758251139,0.0608863695692981,0.0194570793909312,-0.0423529821026097,0.0493205174432021,0.11058117512437,0.0563577262131213,-0.0929309315197913,-0.0377408624830068,0.110085197529742,-0.00872844213926858,-0.0623155136540397,-0.039384739684142,-0.0147002604207104,-0.169302131888144,-0.0901927095947799,-0.0375512409740904,-0.006483322874615,0.0207591990586195,0.122044297506511,-0.00735088340527981,0.0601276492649288,0.0783924187884657,-0.0135240203203609,0.0149416314503324,-0.0367547442280658,-0.0307896445307501,-0.00588991169967152,0.10046493633549,0.125819944006071,0.0442378731137727,0.016958032191708,0.00326699509680757,0.00391137026520698,0.0215931194448583,-0.0221305577072241,-0.0344644362675657
-0.035701997087767,0.0431625273838231,-0.0283589005195157,0.0836564006649162,0.0817449263168166,0.000318042918792865,0.100640245046653,0.0952219047935082,-0.0098496101566349,0.431247141770684,-0.0586777738665135,0.000274838750251282,-0.00353236710055561,0.00375059888988588,-0.0886055298290985,0.0372965961293821,0.000729211525074417,-0.00382186671904094,0.0158722007374168,0.000929291106974971,0.0181806651829214,-0.0857821595261789,0.0167020635267091,-0.179365382482271,-0.0705717186119471,0.00859183548038538,0.102702237097172,0.0111476410499336,0.0385075492728418,-0.0197726711577734,-0.00994378791759656,-0.094029128481571,-0.00183730860668049,0.126103965771903,-0.117095570869424,0.0519629777688599,-0.115135318315798,0.0373336638175854,-0.0562105028577928,0.0887134054815553,0.188507988817844,-0.0848584937959971,-0.0207796238877093,0.00471655030585297,0.0364321520388255,-0.0586094496323746,0.0864715722866461,-0.0240336658071426,0.105902148367423,0.0691962279389423
